0,19,10.6289858605558
1,0,0.147400857449089
1,1,0.0295016077170418
1,2,0.0509378349410504
1,3,0.0857717041800643
1,4,0.037540192926045
1,5,0.0536173633440515
1,6,0.0482583065380493
1,7,0.0321811361200429
1,8,0.037540192926045
1,9,0.0321811361200429
1,10,0.072374062165059
1,11,0.034860664523044
1,12,0.0804126473740622
1,13,0.0402197213290461
1,14,0.0536173633440515
1,15,0.0107449088960343
1,16,0.0509378349410504
1,17,0.034860664523044
1,18,0.0214630225080386
1,19,0.0455787781350483
2,0,0.10537547271745
2,1,0.0405456509994598
2,2,0.0270394381415451
2,3,0.116180443003782
2,4,0.0243381955699622
2,5,0.0459481361426256
2,6,0.0486493787142086
2,7,0.0216369529983793
2,8,0.0567531064289573
2,9,0.0459481361426256
2,10,0.0594543490005403
2,11,0.0486493787142086
2,12,0.0270394381415451
2,13,0.0378444084278768
2,14,0.0621555915721232
2,15,0.00272825499729876
2,16,0.0972717450027013
2,17,0.0432468935710427
2,18,0.0270394381415451
2,19,0.0621555915721232
3,0,0.283465937344605
3,2,0.00499751367478866
3,3,0.121854798607658
3,4,0.00251118846345102
3,5,2.48632521133764E-05
3,6,0.0497513674788663
3,7,2.48632521133764E-05
3,8,0.0969915464942815
3,9,2.48632521133764E-05
3,10,0.0621829935355545
3,11,2.48632521133764E-05
3,12,0.044778717056191
3,13,2.48632521133764E-05
3,14,0.0174291397314769
3,15,2.48632521133764E-05
3,16,0.124341123818996
3,17,0.0149428145201392
3,18,2.48632521133764E-05
3,19,0.181526603679761
4,0,0.103331611570248
4,1,0.0336002066115703
4,2,0.0232696280991736
4,3,0.100748966942149
4,4,0.0516787190082645
4,5,0.0336002066115703
4,6,0.0310175619834711
4,7,0.0697572314049587
4,8,0.043930785123967
4,9,0.0310175619834711
4,10,0.0181043388429752
4,11,0.0413481404958678
4,12,0.0568440082644628
4,13,0.00777376033057851
4,14,0.0516787190082645
4,15,0.0232696280991736
4,16,0.167897727272727
4,17,0.0206869834710744
4,18,0.015521694214876
4,19,0.0749225206611571
5,0,0.166603976356797
5,1,0.0295808704997313
5,2,0.0322675980655562
5,3,0.0725685115529286
5,4,0.0403277807630306
5,5,0.0134605051047824
5,6,0.0725685115529286
5,7,0.0134605051047824
5,8,0.0564481461579796
5,9,0.0403277807630306
5,10,0.110182697474476
5,11,0.0295808704997313
5,12,0.0322675980655562
5,13,0.0295808704997313
5,14,0.0376410531972058
5,15,0.0457012358946803
5,16,0.0591348737238044
5,17,0.0430145083288555
5,18,0.00271359484148307
5,19,0.0725685115529286
6,0,0.274751439037153
6,1,2.61643118785976E-05
6,2,0.00525902668759812
6,3,0.115149136577708
6,4,2.61643118785976E-05
6,5,2.61643118785976E-05
6,6,0.172710622710623
6,8,0.0759026687598117
6,10,0.0340397697540555
6,11,2.61643118785976E-05
6,12,0.0235740450026164
6,13,0.00264259549973836
6,14,2.61643118785976E-05
6,15,2.61643118785976E-05
6,16,0.193642072213501
6,17,2.61643118785976E-05
6,18,2.61643118785976E-05
6,19,0.107299843014129
7,0,0.117612474437628
7,1,0.0102505112474438
7,2,0.0255879345603272
7,3,0.115056237218814
7,4,0.0511503067484663
7,5,0.0153629856850716
7,6,0.0664877300613497
7,7,0.0255879345603272
7,8,0.0843813905930471
7,9,0.0383691206543967
7,10,0.0843813905930471
7,11,0.0946063394683027
7,12,0.0332566462167689
7,13,0.00769427402862986
7,14,0.00769427402862986
7,15,0.00769427402862986
7,16,0.104831288343558
7,17,0.0460378323108385
7,18,0.0153629856850716
7,19,0.0485940695296524
8,0,0.359834754797442
8,1,2.66524520255864E-05
8,2,2.66524520255864E-05
8,3,0.0373400852878465
8,4,2.66524520255864E-05
8,5,2.66524520255864E-05
8,6,0.0400053304904051
8,7,2.66524520255864E-05
8,8,0.125293176972282
8,9,2.66524520255864E-05
8,10,0.0719882729211088
8,11,0.0213486140724947
8,12,0.0213486140724947
8,14,2.66524520255864E-05
8,15,2.66524520255864E-05
8,16,0.0693230277185501
8,17,2.66524520255864E-05
8,19,0.258555437100213
9,0,0.181010264721772
9,1,0.032441923284711
9,2,0.0216369529983793
9,3,0.0729605618584549
9,4,0.0648568341437061
9,5,0.032441923284711
9,6,0.0513506212857915
9,7,0.0405456509994598
9,8,0.0864667747163696
9,9,0.0108319827120475
9,10,0.0837655321447866
9,11,0.029740680713128
9,12,0.032441923284711
9,13,0.0189357104267963
9,14,0.0243381955699622
9,15,0.032441923284711
9,16,0.0783630470016208
9,17,0.0459481361426256
9,18,0.0135332252836305
9,19,0.0459481361426256
10,0,0.284172482552343
10,1,2.4925224327019E-05
10,2,0.0224576271186441
10,3,0.0847706879361915
10,4,2.4925224327019E-05
10,5,0.0199651046859422
10,6,0.0573529411764706
10,7,0.0698155533399801
10,8,0.072308075772682
10,9,2.4925224327019E-05
10,10,0.0448903290129611
10,11,0.0698155533399801
10,12,0.0174725822532403
10,13,2.4925224327019E-05
10,14,0.0075024925224327
10,15,2.4925224327019E-05
10,16,0.139606181455633
10,17,2.4925224327019E-05
10,18,2.4925224327019E-05
10,19,0.10969591226321
11,0,0.243863879957128
11,1,0.00806538049303323
11,2,2.67952840300107E-05
11,3,0.0964898177920686
11,4,0.037540192926045
11,5,0.0321811361200429
11,6,0.0295016077170418
11,7,0.0241425509110397
11,8,0.0696945337620579
11,9,0.0161039657020364
11,10,0.037540192926045
11,11,0.0562968917470525
11,12,0.0536173633440515
11,13,0.0107449088960343
11,14,0.0134244372990354
11,15,0.0134244372990354
11,16,0.163478027867095
11,17,0.0134244372990354
11,18,0.0107449088960343
11,19,0.0696945337620579
12,0,0.34384328358209
12,1,2.66524520255864E-05
12,2,0.00535714285714286
12,3,0.0453358208955224
12,4,0.0533315565031983
12,5,0.00535714285714286
12,6,0.0879797441364606
12,7,0.026679104477612
12,8,0.0933102345415779
12,9,0.0106876332622601
12,10,0.0133528784648188
12,11,0.0799840085287847
12,12,0.0133528784648188
12,13,2.66524520255864E-05
12,14,0.0213486140724947
12,15,0.0080223880597015
12,16,0.0746535181236674
12,17,0.00535714285714286
12,18,0.0133528784648188
12,19,0.0986407249466951
13,0,0.134003215434084
13,1,0.0241425509110397
13,2,0.0321811361200429
13,3,0.0348606645230439
13,4,0.0643354769560558
13,5,0.0348606645230439
13,6,0.0696945337620579
13,7,0.0616559485530547
13,8,0.072374062165059
13,9,0.0348606645230439
13,10,0.0964898177920686
13,11,0.0428992497320472
13,12,0.0428992497320472
13,13,0.0402197213290461
13,14,0.0241425509110397
13,15,0.0187834941050375
13,16,0.0589764201500536
13,17,0.0321811361200429
13,18,0.0295016077170418
13,19,0.0509378349410504
14,0,0.164003123373243
14,1,2.60281103591879E-05
14,2,0.0364653826132223
14,3,0.101535658511192
14,4,0.0260541384695471
14,5,0.0390681936491411
14,6,0.10674128058303
14,7,0.0390681936491411
14,8,0.065096304008329
14,9,0.0104372722540344
14,10,0.0390681936491411
14,11,0.0338625715773035
14,12,0.0442738157209787
14,13,0.00783446121811557
14,14,0.0572878709005726
14,15,0.0104372722540344
14,16,0.0911244143675169
14,17,0.0442738157209787
14,18,0.0442738157209787
14,19,0.0390681936491411
15,0,0.117609182530795
15,1,0.0392217245240762
15,2,0.0448208286674132
15,3,0.100811870100784
15,4,0.0532194848824188
15,5,0.0336226203807391
15,6,0.0756159014557671
15,7,0.0364221724524076
15,8,0.0364221724524076
15,9,0.0476203807390818
15,10,0.0476203807390818
15,11,0.0504199328107503
15,12,0.0448208286674132
15,13,0.0140257558790594
